Bank,level,page_num,block_num,par_num,line_num,left,top,width,height,CEng,Ctha,CNum,CSym,label
Kbank,4,1,2,1,1,81,73,847,88,0,3,8,6,Timing
Kbank,4,1,2,1,1,81,73,847,88,0,5,7,4,Timing
Kbank,4,1,2,1,1,81,73,847,88,0,5,7,5,Timing
Kbank,4,1,2,1,1,81,73,847,88,1,3,8,4,Timing
Kbank,4,1,2,1,1,81,73,847,88,1,3,8,5,Timing
Kbank,4,1,2,1,1,81,73,847,88,2,1,10,4,Timing
Kbank,4,1,2,1,1,81,73,847,88,2,3,7,4,Timing
Kbank,4,1,2,1,1,81,73,847,88,2,3,8,4,Timing
Kbank,4,1,2,1,1,81,73,847,88,2,3,8,5,Timing
Kbank,4,1,2,1,1,81,73,847,88,2,4,7,3,Timing
Kbank,4,1,2,1,1,82,73,846,88,0,5,7,5,Timing
Kbank,4,1,2,1,1,83,73,845,88,2,3,8,4,Timing
Kbank,4,1,2,1,1,83,73,845,88,4,1,8,4,Timing
Kbank,4,1,2,1,1,196,157,164,25,0,9,0,2,NotUse
Kbank,4,1,2,1,1,196,157,164,25,3,6,0,2,NotUse
Kbank,4,1,2,1,1,281,276,199,42,0,8,0,2,NotUse
Kbank,4,1,2,1,1,281,347,199,42,0,8,0,2,NotUse
Kbank,4,1,2,1,1,282,259,273,47,0,9,0,5,Name
Kbank,4,1,2,1,1,282,259,273,47,7,2,0,2,Name
Kbank,4,1,2,1,1,282,282,273,47,0,9,0,5,Name
Kbank,4,1,2,1,1,282,282,273,47,6,3,0,2,Name
Kbank,4,1,2,1,1,282,282,273,47,7,2,0,2,Name
Kbank,4,1,2,1,1,290,301,199,42,0,8,0,2,NotUse
Kbank,4,1,2,1,1,812,33,139,75,0,0,0,1,Name
Kbank,4,1,2,1,1,831,74,47,72,0,0,1,0,Name
Kbank,4,1,2,1,1,850,74,24,28,1,0,0,0,NotUse
Kbank,4,1,2,1,1,886,100,38,45,4,0,0,0,NotUse
Kbank,4,1,2,1,1,890,100,21,45,3,0,0,0,NotUse
Kbank,4,1,2,1,1,890,100,27,45,3,0,0,0,NotUse
Kbank,4,1,2,1,1,890,118,20,27,2,0,0,0,NotUse
Kbank,4,1,2,1,1,893,118,12,3,0,0,1,0,Name
Kbank,4,1,2,1,2,81,73,847,88,1,3,9,4,Timing
Kbank,4,1,2,1,2,95,307,385,101,0,9,0,3,NotUse
Kbank,4,1,2,1,2,195,203,138,29,0,8,0,2,NotUse
Kbank,4,1,2,1,2,281,324,199,42,0,8,0,2,NotUse
Kbank,4,1,2,1,2,281,347,199,42,0,8,0,2,NotUse
Kbank,4,1,2,1,2,281,429,277,31,0,0,4,9,Account
Kbank,4,1,2,1,2,290,379,277,31,0,0,7,7,NotUse
Kbank,4,1,2,1,2,890,100,21,45,3,0,0,0,NotUse
Kbank,4,1,2,1,2,908,100,26,45,3,0,0,0,NotUse
Kbank,4,1,2,1,3,281,406,277,31,5,0,4,4,Account
Kbank,4,1,2,1,3,281,429,277,31,0,0,4,9,Account
Kbank,4,1,2,1,3,908,100,26,45,3,0,0,0,NotUse
Kbank,4,1,3,1,1,18,269,196,180,0,0,0,1,NotUse
Kbank,4,1,3,1,1,44,222,176,176,0,0,0,1,NotUse
Kbank,4,1,3,1,1,44,240,176,176,0,0,0,1,NotUse
Kbank,4,1,3,1,1,44,263,176,176,0,0,0,1,NotUse
Kbank,4,1,3,1,1,47,152,125,125,0,0,0,1,NotUse
Kbank,4,1,3,1,1,50,269,164,164,0,0,0,1,NotUse
Kbank,4,1,3,1,1,195,156,165,27,0,9,0,2,NotUse
Kbank,4,1,3,1,1,195,261,190,20,6,0,4,3,NotUse
Kbank,4,1,3,1,1,281,358,277,31,5,0,4,4,Account
Kbank,4,1,3,1,1,281,358,277,31,5,0,4,4,NotUse
Kbank,4,1,3,1,1,281,406,277,31,5,0,4,4,Account
Kbank,4,1,3,1,1,281,429,277,31,0,0,4,9,Account
Kbank,4,1,3,1,1,281,429,277,31,5,0,4,4,Account
Kbank,4,1,3,1,1,281,429,277,31,6,0,4,3,Account
Kbank,4,1,3,1,1,282,259,273,47,7,2,0,2,Name
Kbank,4,1,3,1,1,282,282,273,47,0,9,0,5,Name
Kbank,4,1,3,1,1,282,282,273,47,6,3,0,2,Name
Kbank,4,1,3,1,1,282,282,273,47,7,2,0,2,Name
Kbank,4,1,3,1,1,899,119,7,1,1,0,0,0,NotUse
Kbank,4,1,3,1,1,908,100,9,45,0,0,2,0,NotUse
Kbank,4,1,3,1,1,908,100,9,45,0,4,0,1,NotUse
Kbank,4,1,3,1,2,95,307,385,97,0,9,0,3,NotUse
Kbank,4,1,3,1,2,95,307,385,101,0,9,0,3,NotUse
Kbank,4,1,3,1,2,95,307,385,102,0,9,0,3,NotUse
Kbank,4,1,3,1,2,194,202,140,30,0,8,0,2,NotUse
Kbank,4,1,3,1,2,281,324,199,42,0,8,0,2,NotUse
Kbank,4,1,3,1,2,281,347,199,42,0,8,0,2,NotUse
Kbank,4,1,3,1,2,907,100,10,45,0,4,0,1,NotUse
Kbank,4,1,3,1,3,194,260,192,22,0,1,6,7,NotUse
Kbank,4,1,3,1,3,281,429,277,31,0,0,4,9,Account
Kbank,4,1,4,1,1,44,240,176,176,0,0,0,1,NotUse
Kbank,4,1,4,1,1,44,263,176,176,0,0,0,1,NotUse
Kbank,4,1,4,1,1,46,151,126,205,0,0,0,1,NotUse
Kbank,4,1,4,1,1,47,152,125,125,0,0,0,1,NotUse
Kbank,4,1,4,1,1,50,269,164,164,0,0,0,1,NotUse
Kbank,4,1,4,1,1,50,626,164,164,0,0,0,1,NotUse
Kbank,4,1,4,1,1,67,644,124,127,0,0,0,1,NotUse
Kbank,4,1,4,1,1,89,311,40,40,0,0,0,2,NotUse
Kbank,4,1,4,1,1,95,307,385,101,0,9,0,3,NotUse
Kbank,4,1,4,1,1,95,307,385,102,0,9,0,3,NotUse
Kbank,4,1,4,1,1,95,644,540,58,15,2,0,0,NotUse
Kbank,4,1,4,1,1,134,640,346,56,8,0,0,2,NotUse
Kbank,4,1,4,1,1,138,643,342,48,8,0,0,1,NotUse
Kbank,4,1,4,1,1,145,633,421,73,2,13,0,1,NotUse
Kbank,4,1,4,1,1,195,261,190,20,6,0,4,3,NotUse
Kbank,4,1,4,1,1,195,436,138,29,0,8,0,2,NotUse
Kbank,4,1,4,1,1,196,386,290,34,0,17,0,4,NotUse
Kbank,4,1,4,1,1,281,347,199,42,0,8,0,2,NotUse
Kbank,4,1,4,1,1,281,406,277,31,5,0,4,4,Account
Kbank,4,1,4,1,1,281,429,277,31,0,0,4,9,Account
Kbank,4,1,4,1,1,281,429,277,31,5,0,4,4,Account
Kbank,4,1,4,1,1,281,429,277,31,6,0,4,3,Account
Kbank,4,1,4,1,1,281,626,614,60,0,24,0,6,NotUse
Kbank,4,1,4,1,1,282,282,273,47,7,2,0,2,Name
Kbank,4,1,4,1,1,282,561,378,43,0,14,0,6,NotUse
Kbank,4,1,4,1,1,282,616,427,47,0,16,0,5,NotUse
Kbank,4,1,4,1,1,282,637,337,38,0,13,0,5,NotUse
Kbank,4,1,4,1,1,282,638,377,48,0,14,0,5,NotUse
Kbank,4,1,4,1,1,282,639,412,45,0,15,0,3,NotUse
Kbank,4,1,4,1,1,282,639,414,47,0,15,0,8,NotUse
Kbank,4,1,4,1,1,282,639,485,47,0,19,0,6,NotUse
Kbank,4,1,4,1,1,282,648,97,39,0,4,0,3,NotUse
Kbank,4,1,4,1,1,283,637,518,50,3,16,0,4,NotUse
Kbank,4,1,4,1,1,283,643,248,41,10,0,0,0,NotUse
Kbank,4,1,4,1,1,290,553,381,54,0,15,0,4,NotUse
Kbank,4,1,4,1,1,728,615,70,8,0,0,0,1,NotUse
Kbank,4,1,4,1,2,55,567,645,121,0,0,16,3,NotUse
Kbank,4,1,4,1,2,55,567,646,121,0,0,16,3,NotUse
Kbank,4,1,4,1,2,58,676,529,80,0,0,12,2,NotUse
Kbank,4,1,4,1,2,67,678,520,78,0,0,12,2,NotUse
Kbank,4,1,4,1,2,68,715,468,41,7,0,10,0,NotUse
Kbank,4,1,4,1,2,95,307,385,101,0,9,0,3,NotUse
Kbank,4,1,4,1,2,95,307,385,102,0,9,0,3,NotUse
Kbank,4,1,4,1,2,172,684,4,21,0,0,0,1,NotUse
Kbank,4,1,4,1,2,195,447,228,17,0,13,0,0,NotUse
Kbank,4,1,4,1,2,195,494,190,21,0,0,4,9,NotUse
Kbank,4,1,4,1,2,280,643,508,37,17,0,0,3,NotUse
Kbank,4,1,4,1,2,281,347,199,42,0,8,0,2,NotUse
Kbank,4,1,4,1,2,281,429,277,31,6,0,4,3,Account
Kbank,4,1,4,1,2,281,633,199,42,0,8,0,2,NotUse
Kbank,4,1,4,1,2,281,681,199,42,0,8,0,2,NotUse
Kbank,4,1,4,1,2,281,704,170,52,0,7,0,2,NotUse
Kbank,4,1,4,1,2,281,704,198,42,0,8,0,2,NotUse
Kbank,4,1,4,1,2,281,704,244,42,0,9,0,3,NotUse
Kbank,4,1,4,1,2,281,709,248,37,0,10,0,3,NotUse
Kbank,4,1,4,1,2,283,704,468,42,0,18,0,8,NotUse
Kbank,4,1,4,1,2,283,707,561,39,1,21,0,5,NotUse
Kbank,4,1,4,1,2,283,709,444,37,0,17,0,4,NotUse
Kbank,4,1,4,1,2,284,715,330,31,0,0,13,0,NotUse
Kbank,4,1,4,1,3,67,715,469,31,4,0,10,1,NotUse
Kbank,4,1,4,1,3,80,677,103,28,0,1,0,2,NotUse
Kbank,4,1,4,1,3,280,715,512,31,1,0,19,0,NotUse
Kbank,4,1,4,1,3,281,786,277,31,6,0,4,3,NotUse
Kbank,4,1,4,1,3,282,786,384,31,0,0,15,0,NotUse
Kbank,4,1,4,1,3,284,786,382,31,0,0,15,0,NotUse
Kbank,4,1,4,1,3,730,433,235,60,0,2,0,1,NotUse
Kbank,4,1,4,1,3,730,433,235,60,3,0,0,0,NotUse
Kbank,4,1,4,1,4,51,745,224,43,0,10,0,3,NotUse
Kbank,4,1,4,1,4,281,786,255,31,0,0,10,0,NotUse
Kbank,4,1,4,1,4,747,486,200,83,0,0,0,2,NotUse
Kbank,4,1,4,1,4,747,502,200,67,0,1,0,2,NotUse
Kbank,4,1,4,1,5,97,824,462,31,0,0,18,0,RefCode
Kbank,4,1,4,1,5,112,609,782,37,1,1,0,3,NotUse
Kbank,4,1,4,1,5,434,609,529,40,0,2,1,1,NotUse
Kbank,4,1,4,1,6,49,892,124,36,0,5,0,2,NotUse
Kbank,4,1,4,1,6,282,634,674,77,2,15,1,11,NotUse
Kbank,4,1,4,1,6,282,640,674,50,2,16,0,4,NotUse
Kbank,4,1,4,1,7,281,718,245,28,0,10,0,3,NotUse
Kbank,4,1,4,1,7,294,964,266,36,0,3,6,2,Amount
Kbank,4,1,4,1,7,296,964,264,36,0,3,6,2,Amount
Kbank,4,1,4,1,7,814,684,51,33,2,0,0,0,NotUse
Kbank,4,1,4,1,8,51,1033,231,35,0,10,0,3,NotUse
Kbank,4,1,4,1,8,281,704,193,42,0,8,0,1,NotUse
Kbank,4,1,5,1,1,44,240,176,176,0,0,0,1,NotUse
Kbank,4,1,5,1,1,44,263,176,176,0,0,0,1,NotUse
Kbank,4,1,5,1,1,44,263,176,462,0,0,0,1,NotUse
Kbank,4,1,5,1,1,47,151,125,358,0,0,0,1,NotUse
Kbank,4,1,5,1,1,47,152,125,358,0,0,0,1,NotUse
Kbank,4,1,5,1,1,48,628,169,161,0,0,0,1,NotUse
Kbank,4,1,5,1,1,49,624,166,166,0,0,0,1,NotUse
Kbank,4,1,5,1,1,50,269,164,164,0,0,0,1,NotUse
Kbank,4,1,5,1,1,51,880,224,43,0,10,0,3,NotUse
Kbank,4,1,5,1,1,51,925,224,43,0,10,0,3,NotUse
Kbank,4,1,5,1,1,52,650,172,109,0,0,0,1,NotUse
Kbank,4,1,5,1,1,52,656,162,127,0,0,0,1,NotUse
Kbank,4,1,5,1,1,59,629,603,118,0,15,0,7,NotUse
Kbank,4,1,5,1,1,59,629,603,119,0,15,1,6,NotUse
Kbank,4,1,5,1,1,59,629,603,121,0,15,0,7,NotUse
Kbank,4,1,5,1,1,59,629,603,123,0,15,1,6,NotUse
Kbank,4,1,5,1,1,61,665,124,96,0,0,0,1,NotUse
Kbank,4,1,5,1,1,67,644,123,128,0,0,0,1,NotUse
Kbank,4,1,5,1,1,67,644,124,127,0,0,0,1,NotUse
Kbank,4,1,5,1,1,70,658,149,82,0,0,0,1,NotUse
Kbank,4,1,5,1,1,71,642,522,33,12,0,1,3,NotUse
Kbank,4,1,5,1,1,77,632,855,72,2,21,3,9,NotUse
Kbank,4,1,5,1,1,77,719,52,22,0,0,0,1,NotUse
Kbank,4,1,5,1,1,81,656,611,104,0,0,16,1,NotUse
Kbank,4,1,5,1,1,82,639,310,107,0,0,1,2,NotUse
Kbank,4,1,5,1,1,95,644,540,58,15,2,0,0,NotUse
Kbank,4,1,5,1,1,95,660,69,42,1,0,0,0,NotUse
Kbank,4,1,5,1,1,96,644,539,56,15,2,0,0,NotUse
Kbank,4,1,5,1,1,96,644,539,56,16,0,0,0,NotUse
Kbank,4,1,5,1,1,105,569,365,35,10,0,1,0,NotUse
Kbank,4,1,5,1,1,107,643,363,32,10,0,1,0,NotUse
Kbank,4,1,5,1,1,123,639,379,73,0,9,3,2,NotUse
Kbank,4,1,5,1,1,138,643,342,48,8,0,0,1,NotUse
Kbank,4,1,5,1,1,142,640,699,56,20,2,0,2,NotUse
Kbank,4,1,5,1,1,145,637,561,56,0,13,4,4,NotUse
Kbank,4,1,5,1,1,145,638,406,55,0,11,0,4,NotUse
Kbank,4,1,5,1,1,145,643,384,50,0,12,0,0,NotUse
Kbank,4,1,5,1,1,146,638,369,54,0,9,0,6,NotUse
Kbank,4,1,5,1,1,146,638,405,54,0,10,0,5,NotUse
Kbank,4,1,5,1,1,157,628,385,59,0,12,0,6,NotUse
Kbank,4,1,5,1,1,195,384,150,37,0,9,0,4,NotUse
Kbank,4,1,5,1,1,195,385,418,39,0,25,0,4,NotUse
Kbank,4,1,5,1,1,195,390,136,25,0,8,0,3,NotUse
Kbank,4,1,5,1,1,196,386,416,38,0,25,0,4,NotUse
Kbank,4,1,5,1,1,280,643,249,32,9,0,0,0,NotUse
Kbank,4,1,5,1,1,280,643,315,33,12,0,0,1,NotUse
Kbank,4,1,5,1,1,280,643,508,37,17,0,0,3,NotUse
Kbank,4,1,5,1,1,280,643,642,32,23,0,0,0,NotUse
Kbank,4,1,5,1,1,280,644,355,40,15,0,0,0,NotUse
Kbank,4,1,5,1,1,280,646,228,37,10,0,0,0,NotUse
Kbank,4,1,5,1,1,281,429,277,31,0,0,4,9,Account
Kbank,4,1,5,1,1,281,429,277,31,5,0,4,4,Account
Kbank,4,1,5,1,1,281,615,232,37,0,10,0,3,NotUse
Kbank,4,1,5,1,1,281,628,634,58,0,24,0,10,NotUse
Kbank,4,1,5,1,1,281,629,374,53,5,10,0,4,NotUse
Kbank,4,1,5,1,1,281,629,629,53,0,22,0,7,NotUse
Kbank,4,1,5,1,1,281,632,589,55,1,20,0,8,NotUse
Kbank,4,1,5,1,1,281,633,245,42,0,10,0,2,NotUse
Kbank,4,1,5,1,1,281,637,296,38,0,12,0,3,NotUse
Kbank,4,1,5,1,1,281,637,333,49,0,13,0,6,NotUse
Kbank,4,1,5,1,1,281,637,538,38,0,19,1,3,NotUse
Kbank,4,1,5,1,1,281,638,232,37,0,10,0,3,NotUse
Kbank,4,1,5,1,1,281,638,551,42,7,11,0,4,NotUse
Kbank,4,1,5,1,1,281,639,264,36,0,9,0,3,NotUse
Kbank,4,1,5,1,1,281,639,513,47,0,18,0,10,NotUse
Kbank,4,1,5,1,1,281,643,498,32,18,0,0,0,NotUse
Kbank,4,1,5,1,1,281,704,198,42,0,8,0,2,NotUse
Kbank,4,1,5,1,1,281,763,277,31,6,0,4,3,NotUse
Kbank,4,1,5,1,1,281,786,277,31,0,0,7,7,NotUse
Kbank,4,1,5,1,1,281,786,277,31,6,0,4,3,NotUse
Kbank,4,1,5,1,1,282,558,409,57,0,14,0,4,NotUse
Kbank,4,1,5,1,1,282,566,430,50,0,15,0,4,NotUse
Kbank,4,1,5,1,1,282,606,379,46,3,13,0,5,NotUse
Kbank,4,1,5,1,1,282,610,284,42,0,13,0,1,NotUse
Kbank,4,1,5,1,1,282,610,350,54,0,13,0,5,NotUse
Kbank,4,1,5,1,1,282,615,362,37,0,12,0,6,NotUse
Kbank,4,1,5,1,1,282,615,544,37,0,19,0,6,NotUse
Kbank,4,1,5,1,1,282,616,196,36,0,8,0,2,NotUse
Kbank,4,1,5,1,1,282,616,361,36,0,13,0,2,NotUse
Kbank,4,1,5,1,1,282,616,427,47,0,16,0,5,NotUse
Kbank,4,1,5,1,1,282,624,544,28,0,19,0,6,NotUse
Kbank,4,1,5,1,1,282,628,260,48,0,10,0,6,NotUse
Kbank,4,1,5,1,1,282,628,281,59,0,11,0,6,NotUse
Kbank,4,1,5,1,1,282,628,330,47,0,11,0,6,NotUse
Kbank,4,1,5,1,1,282,628,349,58,0,12,0,5,NotUse
Kbank,4,1,5,1,1,282,628,365,47,0,14,0,4,NotUse
Kbank,4,1,5,1,1,282,628,398,59,0,14,0,9,NotUse
Kbank,4,1,5,1,1,282,628,515,51,0,20,0,7,NotUse
Kbank,4,1,5,1,1,282,629,303,58,0,12,0,4,NotUse
Kbank,4,1,5,1,1,282,629,409,57,0,14,0,4,NotUse
Kbank,4,1,5,1,1,282,629,415,53,0,15,0,5,NotUse
Kbank,4,1,5,1,1,282,629,422,58,0,16,0,6,NotUse
Kbank,4,1,5,1,1,282,629,492,46,0,18,0,6,NotUse
Kbank,4,1,5,1,1,282,631,351,51,0,13,0,5,NotUse
Kbank,4,1,5,1,1,282,631,380,44,0,15,0,4,NotUse
Kbank,4,1,5,1,1,282,631,416,55,0,15,0,6,NotUse
Kbank,4,1,5,1,1,282,631,470,53,0,18,0,7,NotUse
Kbank,4,1,5,1,1,282,632,354,54,0,12,0,6,NotUse
Kbank,4,1,5,1,1,282,632,378,43,0,14,0,6,NotUse
Kbank,4,1,5,1,1,282,632,402,54,0,16,0,4,NotUse
Kbank,4,1,5,1,1,282,632,404,43,5,10,0,4,NotUse
Kbank,4,1,5,1,1,282,632,425,43,0,17,0,4,NotUse
Kbank,4,1,5,1,1,282,632,443,43,0,17,0,3,NotUse
Kbank,4,1,5,1,1,282,632,541,43,0,21,0,7,NotUse
Kbank,4,1,5,1,1,282,632,546,43,0,21,0,7,NotUse
Kbank,4,1,5,1,1,282,632,604,43,0,21,0,6,NotUse
Kbank,4,1,5,1,1,282,633,353,54,0,13,0,3,NotUse
Kbank,4,1,5,1,1,282,633,366,42,0,14,0,7,NotUse
Kbank,4,1,5,1,1,282,633,370,42,0,13,0,4,NotUse
Kbank,4,1,5,1,1,282,633,403,42,0,16,0,3,NotUse
Kbank,4,1,5,1,1,282,633,427,42,0,18,0,2,NotUse
Kbank,4,1,5,1,1,282,633,448,53,0,16,0,6,NotUse
Kbank,4,1,5,1,1,282,633,563,46,0,20,1,8,NotUse
Kbank,4,1,5,1,1,282,633,607,46,0,23,0,8,NotUse
Kbank,4,1,5,1,1,282,635,374,40,0,14,0,7,NotUse
Kbank,4,1,5,1,1,282,635,442,40,0,17,0,3,NotUse
Kbank,4,1,5,1,1,282,635,475,40,0,18,0,6,NotUse
Kbank,4,1,5,1,1,282,636,371,50,0,13,0,6,NotUse
Kbank,4,1,5,1,1,282,637,224,38,0,9,0,0,NotUse
Kbank,4,1,5,1,1,282,637,291,38,0,11,0,3,NotUse
Kbank,4,1,5,1,1,282,637,292,38,0,10,0,5,NotUse
Kbank,4,1,5,1,1,282,637,299,49,0,11,0,3,NotUse
Kbank,4,1,5,1,1,282,637,302,38,0,11,0,3,NotUse
Kbank,4,1,5,1,1,282,637,306,50,3,8,0,0,NotUse
Kbank,4,1,5,1,1,282,637,337,38,0,13,0,5,NotUse
Kbank,4,1,5,1,1,282,637,364,38,0,13,0,6,NotUse
Kbank,4,1,5,1,1,282,637,373,47,0,13,0,4,NotUse
Kbank,4,1,5,1,1,282,637,387,38,0,13,0,6,NotUse
Kbank,4,1,5,1,1,282,637,400,38,0,15,0,2,NotUse
Kbank,4,1,5,1,1,282,637,412,38,0,17,0,3,NotUse
Kbank,4,1,5,1,1,282,637,423,38,0,17,0,3,NotUse
Kbank,4,1,5,1,1,282,637,430,38,0,16,0,2,NotUse
Kbank,4,1,5,1,1,282,637,430,50,0,15,0,4,NotUse
Kbank,4,1,5,1,1,282,637,432,38,0,16,0,5,NotUse
Kbank,4,1,5,1,1,282,637,440,49,0,16,0,3,NotUse
Kbank,4,1,5,1,1,282,637,476,38,0,17,0,5,NotUse
Kbank,4,1,5,1,1,282,637,630,47,0,24,0,4,NotUse
Kbank,4,1,5,1,1,282,638,320,48,0,11,0,4,NotUse
Kbank,4,1,5,1,1,282,638,328,48,0,11,0,6,NotUse
Kbank,4,1,5,1,1,282,638,328,48,0,13,0,4,NotUse
Kbank,4,1,5,1,1,282,638,352,46,0,13,0,2,NotUse
Kbank,4,1,5,1,1,282,638,369,48,0,13,0,6,NotUse
Kbank,4,1,5,1,1,282,638,371,48,0,13,0,4,NotUse
Kbank,4,1,5,1,1,282,638,380,44,0,13,0,4,NotUse
Kbank,4,1,5,1,1,282,638,383,48,0,14,0,4,NotUse
Kbank,4,1,5,1,1,282,638,389,48,0,15,0,3,NotUse
Kbank,4,1,5,1,1,282,638,392,37,0,14,0,4,NotUse
Kbank,4,1,5,1,1,282,638,398,48,0,15,0,6,NotUse
Kbank,4,1,5,1,1,282,638,400,46,0,14,0,5,NotUse
Kbank,4,1,5,1,1,282,638,404,37,0,14,0,7,NotUse
Kbank,4,1,5,1,1,282,638,480,37,0,17,0,7,NotUse
Kbank,4,1,5,1,1,282,638,524,37,0,19,0,6,NotUse
Kbank,4,1,5,1,1,282,638,544,37,0,19,0,6,NotUse
Kbank,4,1,5,1,1,282,639,196,36,0,8,0,2,NotUse
Kbank,4,1,5,1,1,282,639,313,36,0,12,0,2,NotUse
Kbank,4,1,5,1,1,282,639,326,48,0,12,0,3,NotUse
Kbank,4,1,5,1,1,282,639,376,48,0,13,0,7,NotUse
Kbank,4,1,5,1,1,282,639,377,43,0,13,0,2,NotUse
Kbank,4,1,5,1,1,282,639,389,36,0,15,0,2,NotUse
Kbank,4,1,5,1,1,282,639,391,47,0,13,0,6,NotUse
Kbank,4,1,5,1,1,282,639,392,47,0,14,0,5,NotUse
Kbank,4,1,5,1,1,282,639,393,36,0,15,0,5,NotUse
Kbank,4,1,5,1,1,282,639,395,36,0,15,0,6,NotUse
Kbank,4,1,5,1,1,282,639,395,36,0,15,0,7,NotUse
Kbank,4,1,5,1,1,282,639,414,47,0,15,0,8,NotUse
Kbank,4,1,5,1,1,282,639,419,36,0,14,0,6,NotUse
Kbank,4,1,5,1,1,282,639,427,47,0,16,0,6,NotUse
Kbank,4,1,5,1,1,282,639,428,36,0,15,0,5,NotUse
Kbank,4,1,5,1,1,282,639,428,36,0,16,0,2,NotUse
Kbank,4,1,5,1,1,282,639,442,36,0,16,0,4,NotUse
Kbank,4,1,5,1,1,282,639,442,36,0,16,0,5,NotUse
Kbank,4,1,5,1,1,282,639,448,48,0,18,0,5,NotUse
Kbank,4,1,5,1,1,282,639,451,47,0,16,0,8,NotUse
Kbank,4,1,5,1,1,282,639,466,36,0,18,0,4,NotUse
Kbank,4,1,5,1,1,282,639,473,48,0,17,0,6,NotUse
Kbank,4,1,5,1,1,282,639,485,47,0,19,0,6,NotUse
Kbank,4,1,5,1,1,282,639,488,36,0,20,0,6,NotUse
Kbank,4,1,5,1,1,282,639,501,36,0,18,0,3,NotUse
Kbank,4,1,5,1,1,282,639,514,43,0,20,0,2,NotUse
Kbank,4,1,5,1,1,282,639,527,36,0,20,0,2,NotUse
Kbank,4,1,5,1,1,282,639,546,45,6,11,0,1,NotUse
Kbank,4,1,5,1,1,282,639,554,47,0,20,0,8,NotUse
Kbank,4,1,5,1,1,282,639,555,36,0,21,0,3,NotUse
Kbank,4,1,5,1,1,282,639,569,45,0,22,0,3,NotUse
Kbank,4,1,5,1,1,282,642,324,44,0,13,0,3,NotUse
Kbank,4,1,5,1,1,282,642,413,44,0,14,0,6,NotUse
Kbank,4,1,5,1,1,282,642,415,40,0,15,0,1,NotUse
Kbank,4,1,5,1,1,282,647,361,28,0,13,0,3,NotUse
Kbank,4,1,5,1,1,283,620,310,32,12,0,0,0,NotUse
Kbank,4,1,5,1,1,283,620,514,36,14,0,4,2,NotUse
Kbank,4,1,5,1,1,283,628,282,59,0,12,0,5,NotUse
Kbank,4,1,5,1,1,283,633,283,42,0,13,0,1,NotUse
Kbank,4,1,5,1,1,283,633,349,54,0,13,0,5,NotUse
Kbank,4,1,5,1,1,283,635,309,40,0,13,0,5,NotUse
Kbank,4,1,5,1,1,283,637,518,50,3,16,0,4,NotUse
Kbank,4,1,5,1,1,283,643,154,32,7,0,0,0,NotUse
Kbank,4,1,5,1,1,283,643,187,32,8,0,1,0,NotUse
Kbank,4,1,5,1,1,283,643,305,41,13,0,0,0,NotUse
Kbank,4,1,5,1,1,283,643,310,32,12,0,0,0,NotUse
Kbank,4,1,5,1,1,283,643,463,32,16,0,0,1,NotUse
Kbank,4,1,5,1,1,283,643,514,36,14,0,4,2,NotUse
Kbank,4,1,5,1,1,283,643,578,32,21,0,0,1,NotUse
Kbank,4,1,5,1,1,620,796,303,303,0,0,0,1,NotUse
Kbank,4,1,5,1,1,624,975,303,299,0,0,0,3,NotUse
Kbank,4,1,5,1,1,624,1164,303,61,0,0,0,3,NotUse
Kbank,4,1,5,1,1,728,639,11,7,0,1,0,0,NotUse
Kbank,4,1,5,1,1,887,639,17,7,0,1,0,1,NotUse
Kbank,4,1,5,1,2,48,698,705,59,0,18,0,4,NotUse
Kbank,4,1,5,1,2,50,696,424,50,3,9,0,1,NotUse
Kbank,4,1,5,1,2,50,696,424,50,4,9,0,1,NotUse
Kbank,4,1,5,1,2,58,676,530,79,0,0,12,2,NotUse
Kbank,4,1,5,1,2,58,676,530,80,0,0,12,2,NotUse
Kbank,4,1,5,1,2,68,674,131,70,6,0,0,0,NotUse
Kbank,4,1,5,1,2,68,715,468,41,7,0,10,0,NotUse
Kbank,4,1,5,1,2,69,715,467,40,0,6,10,0,NotUse
Kbank,4,1,5,1,2,69,715,467,40,3,0,10,0,NotUse
Kbank,4,1,5,1,2,74,700,400,46,0,9,3,1,NotUse
Kbank,4,1,5,1,2,74,700,400,46,0,9,4,1,NotUse
Kbank,4,1,5,1,2,75,647,531,122,0,14,0,3,NotUse
Kbank,4,1,5,1,2,76,646,449,121,2,9,0,3,NotUse
Kbank,4,1,5,1,2,77,652,510,111,0,2,12,0,NotUse
Kbank,4,1,5,1,2,77,652,511,111,0,2,12,0,NotUse
Kbank,4,1,5,1,2,77,652,613,111,0,2,16,0,NotUse
Kbank,4,1,5,1,2,77,652,614,111,0,2,16,0,NotUse
Kbank,4,1,5,1,2,77,652,614,111,0,2,16,1,NotUse
Kbank,4,1,5,1,2,77,652,614,112,0,2,16,0,NotUse
Kbank,4,1,5,1,2,77,652,615,111,0,2,16,0,NotUse
Kbank,4,1,5,1,2,77,652,615,111,0,2,16,1,NotUse
Kbank,4,1,5,1,2,77,652,615,112,0,2,16,0,NotUse
Kbank,4,1,5,1,2,80,646,308,115,5,0,0,0,NotUse
Kbank,4,1,5,1,2,80,649,352,113,2,6,0,2,NotUse
Kbank,4,1,5,1,2,80,649,445,109,2,9,0,4,NotUse
Kbank,4,1,5,1,2,80,650,445,106,1,9,0,3,NotUse
